Date,Open,High,Low,Sentiment,Close
9/21/2018,6513.870117,6794.330078,6496.359863,43,6734.950195
9/22/2018,6735.049805,6814.560059,6616.799805,37,6721.97998
9/23/2018,6715.319824,6766.149902,6679.419922,37,6710.629883
9/24/2018,6704.77002,6713.560059,6580.899902,42,6595.410156
9/25/2018,6603.640137,6603.640137,6381.859863,42,6446.470215
9/26/2018,6452.790039,6585.910156,6397.890137,37,6495
9/27/2018,6495.290039,6712.100098,6464.950195,34,6676.75
9/28/2018,6678.75,6785.029785,6598.319824,35,6644.129883
9/29/2018,6643.100098,6643.100098,6511.649902,33,6601.959961
9/30/2018,6604.709961,6643.779785,6566.540039,36,6625.560059
10/1/2018,6619.850098,6653.299805,6549.080078,29,6589.620117
10/2/2018,6593.240234,6611.839844,6537.899902,37,6556.100098
10/3/2018,6553.859863,6571.459961,6454.029785,34,6502.589844
10/4/2018,6497.910156,6603.310059,6497.910156,29,6576.689941
10/5/2018,6574.149902,6623.620117,6557.410156,26,6622.47998
10/6/2018,6622.450195,6628.540039,6577.799805,31,6588.310059
10/7/2018,6590.680176,6641.490234,6557.040039,28,6602.950195
10/8/2018,6600.189941,6675.060059,6576.040039,19,6652.22998
10/9/2018,6653.080078,6661.410156,6606.939941,13,6642.640137
10/10/2018,6640.290039,6640.290039,6538.959961,15,6585.529785
10/11/2018,6586.740234,6586.740234,6243.740234,18,6256.240234
10/12/2018,6239.25,6328.5,6236.470215,20,6274.580078
10/13/2018,6278.080078,6308.509766,6259.810059,24,6285.990234
10/14/2018,6288.490234,6363.209961,6280.149902,23,6290.930176
10/15/2018,6292.640137,6965.060059,6258.680176,26,6596.540039
10/16/2018,6601.410156,6673.589844,6571.370117,24,6596.109863
10/17/2018,6590.52002,6601.209961,6517.450195,21,6544.430176
10/18/2018,6542.330078,6567.540039,6450.040039,21,6476.709961
10/19/2018,6478.069824,6493.680176,6445.310059,27,6465.410156
10/20/2018,6460.919922,6497.720215,6449,24,6489.189941
10/21/2018,6490.089844,6556.379883,6476,23,6482.350098
10/22/2018,6486.049805,6543.799805,6462.97998,25,6487.160156
10/23/2018,6472.359863,6506.009766,6451.27002,29,6475.740234
10/24/2018,6478.890137,6521.990234,6468.859863,33,6495.839844
10/25/2018,6484.649902,6504.649902,6447.029785,35,6476.290039
10/26/2018,6468.439941,6498.290039,6449.609863,34,6474.75
10/27/2018,6480.839844,6507.410156,6453.529785,31,6480.379883
10/28/2018,6482.660156,6502.279785,6447.910156,32,6486.390137
10/29/2018,6492.350098,6503.600098,6306.990234,29,6332.629883
10/30/2018,6337.040039,6364.990234,6310.140137,36,6334.27002
10/31/2018,6336.990234,6349.160156,6316.879883,36,6317.609863
11/1/2018,6318.140137,6547.140137,6311.830078,41,6377.779785
11/2/2018,6378.919922,6396.859863,6327.379883,42,6388.439941
11/3/2018,6387.240234,6400.069824,6342.370117,42,6361.259766
11/4/2018,6365.470215,6388.629883,6294.569824,48,6376.129883
11/5/2018,6363.620117,6480.589844,6363.620117,51,6419.660156
11/6/2018,6433.379883,6463.549805,6408.160156,47,6461.009766
11/7/2018,6468.5,6552.160156,6468.310059,52,6530.140137
11/8/2018,6522.27002,6536.919922,6438.529785,54,6453.720215
11/9/2018,6442.600098,6456.459961,6373.370117,52,6385.620117
11/10/2018,6386.129883,6437.279785,6385.310059,56,6409.220215
11/11/2018,6413.629883,6423.25,6350.169922,49,6411.27002
11/12/2018,6411.759766,6434.209961,6360.470215,28,6371.27002
11/13/2018,6373.189941,6395.27002,6342.669922,23,6359.490234
11/14/2018,6351.240234,6371.549805,5544.089844,24,5738.350098
11/15/2018,5736.149902,5774.819824,5358.379883,26,5648.029785
11/16/2018,5645.319824,5657.02002,5498.939941,28,5575.549805
11/17/2018,5578.580078,5578.580078,5519.560059,21,5554.330078
11/18/2018,5559.740234,5653.609863,5559.740234,15,5623.540039
11/19/2018,5620.779785,5620.779785,4842.910156,14,4871.490234
11/20/2018,4863.930176,4951.609863,4272.109863,12,4451.870117
11/21/2018,4465.540039,4675.72998,4343.97998,15,4602.169922
11/22/2018,4611.569824,4629.640137,4365.640137,9,4365.939941
11/23/2018,4360.700195,4396.419922,4195.680176,17,4347.109863
11/24/2018,4347.689941,4413.089844,3795.159912,11,3880.76001
11/25/2018,3880.780029,4120.870117,3585.060059,14,4009.969971
11/26/2018,4015.070068,4107.140137,3643.919922,18,3779.129883
11/27/2018,3765.949951,3862.959961,3661.01001,19,3820.719971
11/28/2018,3822.469971,4385.899902,3822.469971,13,4257.419922
11/29/2018,4269.004395,4413.020508,4145.765137,15,4278.84668
11/30/2018,4289.088867,4322.976563,3942.822021,17,4017.268555
12/1/2018,4024.464355,4309.377441,3969.710693,12,4214.671875
12/2/2018,4200.733398,4301.519531,4110.978516,19,4139.87793
12/3/2018,4147.32373,4155.979492,3840.446289,13,3894.130859
12/4/2018,3886.294922,4075.627686,3832.75,11,3956.893799
12/5/2018,3958.894775,3969.535889,3753.994873,11,3753.994873
12/6/2018,3754.074463,3874.966064,3521.101807,14,3521.101807
12/7/2018,3512.590332,3512.590332,3280.22876,19,3419.937256
12/8/2018,3421.9104,3506.043457,3350.650635,15,3476.114746
12/9/2018,3473.227539,3685.305664,3469.094238,14,3614.234375
12/10/2018,3612.046387,3647.33252,3470.144531,14,3502.656006
12/11/2018,3497.554688,3513.185059,3392.25,10,3424.588135
12/12/2018,3421.458252,3534.228516,3413.481445,11,3486.950195
12/13/2018,3487.879395,3489.739502,3298.13208,13,3313.677246
12/14/2018,3311.751953,3329.555908,3206.542236,17,3242.484863
12/15/2018,3243.997559,3275.37793,3191.303467,23,3236.761719
12/16/2018,3236.274658,3305.753174,3233.819824,21,3252.839111
12/17/2018,3253.123047,3597.917969,3253.123047,27,3545.864746
12/18/2018,3544.761475,3701.349365,3487.169189,35,3696.059082
12/19/2018,3706.824951,3949.322998,3687.22998,28,3745.950684
12/20/2018,3742.195068,4191.228516,3728.974609,31,4134.441406
12/21/2018,4133.703613,4198.429688,3850.946289,25,3896.543701
12/22/2018,3898.08374,4014.182617,3855.739014,33,4014.182617
12/23/2018,4020.994629,4085.723633,3976.405762,26,3998.980225
12/24/2018,4000.331787,4271.79248,4000.331787,29,4078.599121
12/25/2018,4081.030518,4089.561523,3760.020508,21,3815.490723
12/26/2018,3819.666748,3893.359619,3769.86377,24,3857.297607
12/27/2018,3854.688477,3874.416992,3645.448486,23,3654.833496
12/28/2018,3653.131836,3956.135986,3642.63208,26,3923.918701
12/29/2018,3932.491699,3963.758789,3820.408691,24,3820.408691
12/30/2018,3822.384766,3901.908936,3797.219238,30,3865.952637
12/31/2018,3866.839111,3868.74292,3725.867432,33,3742.700439
1/1/2019,3746.713379,3850.913818,3707.231201,48,3843.52002
1/2/2019,3849.216309,3947.981201,3817.409424,36,3943.409424
1/3/2019,3931.048584,3935.685059,3826.2229,31,3836.741211
1/4/2019,3832.040039,3865.93457,3783.85376,39,3857.717529
1/5/2019,3851.973877,3904.903076,3836.900146,39,3845.19458
1/6/2019,3836.519043,4093.297363,3826.513184,42,4076.632568
1/7/2019,4078.584961,4092.613525,4020.894043,37,4025.248291
1/8/2019,4028.472168,4109.020996,3996.955322,19,4030.8479
1/9/2019,4031.552002,4068.403564,4022.662842,22,4035.296387
1/10/2019,4034.411377,4064.06665,3659.174561,21,3678.924561
1/11/2019,3674.015381,3713.881836,3653.069824,16,3687.365479
1/12/2019,3686.973145,3698.978271,3653.810791,27,3661.301025
1/13/2019,3658.868164,3674.76001,3544.927246,24,3552.953125
1/14/2019,3557.311035,3727.836182,3552.285156,28,3706.052246
1/15/2019,3704.216309,3720.15332,3619.949219,29,3630.675293
1/16/2019,3631.509766,3685.7771,3624.67334,31,3655.006836
1/17/2019,3651.871094,3680.135986,3621.960938,35,3678.563965
1/18/2019,3677.990479,3682.52002,3637.080811,30,3657.839355
1/19/2019,3652.37793,3758.533447,3652.37793,27,3728.568359
1/20/2019,3725.446045,3743.387939,3583.019531,33,3601.013672
1/21/2019,3600.372803,3608.84082,3558.537109,37,3576.032471
1/22/2019,3575.081299,3620.746582,3539.721436,35,3604.577148
1/23/2019,3605.557129,3623.067871,3565.313965,41,3585.123047
1/24/2019,3584.500244,3616.087402,3569.092773,39,3600.865479
1/25/2019,3607.390381,3612.927734,3575.597412,35,3599.765869
1/26/2019,3599.715332,3654.933105,3593.345947,21,3602.460449
1/27/2019,3604.687256,3612.671387,3567.24585,22,3583.96582
1/28/2019,3584.283203,3586.750977,3439.23291,17,3470.450439
1/29/2019,3468.870117,3476.06543,3400.819824,23,3448.116943
1/30/2019,3443.896973,3495.174805,3429.387939,22,3486.181641
1/31/2019,3485.40918,3504.804932,3447.915771,19,3457.792725
2/1/2019,3460.547119,3501.954102,3431.591553,27,3487.945313
2/2/2019,3484.625977,3523.287354,3467.574707,21,3521.060791
2/3/2019,3516.139648,3521.388184,3447.924316,14,3464.013428
2/4/2019,3467.21167,3476.223877,3442.586914,18,3459.154053
2/5/2019,3454.950928,3478.148193,3451.937012,37,3466.357422
2/6/2019,3469.091797,3469.091797,3398.56543,42,3413.767822
2/7/2019,3414.929443,3427.945557,3394.218506,40,3399.47168
2/8/2019,3401.376465,3695.614014,3391.023682,46,3666.780273
2/9/2019,3671.585938,3679.941406,3646.559326,38,3671.203613
2/10/2019,3673.201416,3695.036133,3640.97998,48,3690.188232
2/11/2019,3695.613037,3695.613037,3642.287842,48,3648.430664
2/12/2019,3642.751953,3668.586914,3618.556885,43,3653.528564
2/13/2019,3653.604004,3669.746582,3617.246338,43,3632.070557
2/14/2019,3631.170166,3646.256592,3607.697754,38,3616.880859
2/15/2019,3617.368408,3647.795166,3608.206543,63,3620.810791
2/16/2019,3615.270264,3652.841309,3615.270264,65,3629.787598
2/17/2019,3633.359375,3680.537354,3619.182129,59,3673.836182
2/18/2019,3671.369873,3936.665039,3669.982422,59,3915.714355
2/19/2019,3911.661621,4010.879395,3908.153076,61,3947.094482
2/20/2019,3946.685059,4000.486328,3926.246826,63,3999.820557
2/21/2019,4000.256836,4010.009521,3940.108154,69,3954.118164
2/22/2019,3952.406494,4006.53833,3950.816406,47,4005.526611
2/23/2019,3998.91626,4166.286133,3968.726807,40,4142.526855
2/24/2019,4145.458008,4210.641602,3793.708984,39,3810.42749
2/25/2019,3807.002441,3913.707275,3807.002441,39,3882.696289
2/26/2019,3878.697266,3891.578857,3837.986328,42,3854.35791
2/27/2019,3857.479736,3888.80249,3787.058838,41,3851.047363
2/28/2019,3848.261963,3906.05835,3845.821289,44,3854.7854
3/1/2019,3853.75708,3907.79541,3851.692383,36,3859.58374
3/2/2019,3855.318115,3874.607422,3832.12793,35,3864.415039
3/3/2019,3862.266113,3875.483643,3836.905762,42,3847.175781
3/4/2019,3845.091553,3867.381836,3733.749756,56,3761.557129
3/5/2019,3759.83252,3903.916748,3745.183105,54,3896.375
3/6/2019,3897.081055,3919.510498,3871.460693,55,3903.942627
3/7/2019,3903.384766,3939.373291,3894.113037,55,3911.484375
3/8/2019,3913.22583,3950.432129,3875.228516,56,3901.131592
3/9/2019,3894.55249,3987.237793,3892.390381,56,3963.313721
3/10/2019,3966.174316,3966.174316,3924.381104,54,3951.599854
3/11/2019,3953.740234,3966.384766,3889.239014,55,3905.227295
3/12/2019,3903.758301,3926.88916,3863.559082,55,3909.15625
3/13/2019,3913.047363,3926.597656,3891.904297,54,3906.717285
3/14/2019,3905.576904,3946.504395,3901.296875,58,3924.369141
3/15/2019,3926.66333,3968.542969,3914.015381,56,3960.911133
3/16/2019,3963.900146,4077.036377,3961.657471,56,4048.72583
3/17/2019,4047.719482,4054.12207,4006.411133,55,4025.229004
3/18/2019,4029.968506,4071.556641,4009.117188,62,4032.507324
3/19/2019,4032.691895,4082.216064,4023.8125,56,4071.190186
3/20/2019,4070.793945,4089.461914,4031.11084,50,4087.476318
3/21/2019,4083.953857,4097.359863,4005.151367,44,4029.326904
3/22/2019,4028.514648,4053.906738,4021.54248,46,4023.968262
3/23/2019,4022.713379,4049.882568,4015.9646,43,4035.826416
3/24/2019,4035.163574,4040.699707,4006.192871,44,4022.168213
3/25/2019,4024.112793,4038.84082,3934.03125,49,3963.070557
3/26/2019,3969.22876,3985.080811,3944.753174,50,3985.080811
3/27/2019,3984.244873,4087.066162,3977.810547,57,4087.066162
3/28/2019,4087.584473,4094.9021,4040.266357,56,4069.107178
3/29/2019,4068.299805,4113.500977,4034.097168,62,4098.374512
3/30/2019,4092.13623,4296.806641,4053.909668,60,4106.660156
3/31/2019,4105.456055,4113.023438,4094.10083,71,4105.404297
4/1/2019,4105.362305,4164.953125,4096.901367,61,4158.183105
